ODB-ID;Gemeinde;Ort;PLZ;Strasse / Nr.;Ensemble;Objekt;publiziertes PDF;GVZ Nr.;Baujahr;Einstufung;Datum Erlass;Erlass;Eigentumsbeschränkung;Grundbucheintrag;E-Koordinate;N-Koordinate
Objekt 15154;Hausen am Albis;Hausen am Albis;8915;Vollenweid 6;Hausen am Albis: Wohnhaus;Wohnhaus;;00401309;1;-;;;PD;07.02.1979;2681224;1234834
Objekt 7152;Hausen am Albis;Hausen am Albis;8915;Riedmatt 24;;Wohnhaus;;00401383;1757;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;PD;02.12.1977;2681652;1235280
Objekt 15133;Hausen am Albis;Ebertswil;8925;Dorfstrasse 4;Hausen am Albis: Wohnhaus mit Scheune;Wohnhaus;;00400313;1846~1848;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;PD;19.09.1986;2684044;1231392
Objekt 15155;Hausen am Albis;Hausen am Albis;8915;Türlen 15;;Wohnhaus;;00401363;1;-;;;PD;19.03.1987;2681247;1235685
Objekt 1356;Hausen am Albis;Hausen am Albis;8915;Müllistrasse 15;Hausen am Albis: Ensemble «Ringgerhaus»;Wohnhaus;;00400783;1758;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2682872;1232962
Objekt 13323;Hausen am Albis;Hausen am Albis;8915;Ebertswilerstrasse 14;;Wohnhaus;;00400657;1600~1759;regional;16.01.2002;BDV Nr. 0021/2002 Einzelfestsetzung ohne Inventarblatt, AREV Nr. 1446/2017 Inventarblatt;ÖREB;25.03.2002;2682954;1232892
Objekt 5354;Hausen am Albis;Hausen am Albis;8915;Zugerstrasse 14a;Hausen am Albis: Mühlehof;Wohnhaus;;00400817;1860;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;PD;03.11.1988;2682836;1233008
Objekt 15147;Hausen am Albis;Hausen am Albis;8915;Müllistrasse 9;;Wohnhaus;;00400777;1850;-;;;PD;02.08.1988;2682896;1232964
Objekt 15865;Hausen am Albis;Ebertswil;8925;"Moosstrasse 3; Moosstrasse 3a";;Wohnhaus;;00400203;1700~1799;-;;;PD;06.12.1991;2683954;1231206
Objekt 15137;Hausen am Albis;Ebertswil;8925;Allmendstrasse 13;;Wohnhaus;;00400363;1789;-;;;PD;24.01.1972;2684187;1231402
Objekt 15874;Hausen am Albis;Hausen am Albis;8915;Vollenweid 8;Hausen am Albis: Wohnhaus;Wohnhaus;;00401307;1;-;;;PD;07.02.1979;2681214;1234827
Objekt 15143;Hausen am Albis;Hausen am Albis;8915;Schulhausstrasse 2;;Wohnhaus;;00400727;1830;-;;;PD;19.04.1991;2682974;1232944
Objekt 7151;Hausen am Albis;Hausen am Albis;8915;Heischerstrasse 10;;Wohnhaus mit Schopf;;00401033;1750;kantonal;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;PD;25.08.1981;2682536;1233523
Objekt 5357;Hausen am Albis;Hausen am Albis;8915;Zugerstrasse 5;;Wohnhaus «Blumenau»;;00400878;1854~1858;regional;12.09.1984;RRB Nr. 3438/1984 Knonaueramt;PD;14.03.1984;2682907;1233211
Objekt 15153;Hausen am Albis;Hausen am Albis;8915;Albisstrasse 23;;Wohnhaus «Brunnental»;;00401179;1868;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;ÖREB;19.10.2017;2682598;1233693
Objekt 15148;Hausen am Albis;Hausen am Albis;8915;Müllistrasse 13;Hausen am Albis: Ensemble «Ringgerhaus»;Wohnhaus «Ringgerhaus»;;00400785;1808~1834;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;PD;30.10.1991;2682872;1232978
Objekt 15152;Hausen am Albis;Hausen am Albis;8915;Albisstrasse 32;Hausen am Albis: Stiftung Albisbrunn;Wohnhaus «Zum Baumgarten»;;00401160;1866;-;;;PD;18.04.1987;2682666;1233659
Objekt 12425;Hausen am Albis;Hausen am Albis;8915;Zugerstrasse 13;Hausen am Albis: Wohnhaus «Zum Wiesenthal» mit Stallscheune;Wohnhaus «Zum Wiesenthal»;;00400856;1841;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2682928;1233141
Objekt 5355;Hausen am Albis;Hausen am Albis;8915;"Zugerstrasse 12; Zugerstrasse 14";Hausen am Albis: Mühlehof;Wohnhaus, ehem. Bäckerei;;00400831;1790;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;PD;03.11.1988;2682860;1233015
Objekt 15861;Hausen am Albis;Ebertswil;8925;Husertal 20;Hausen am Albis: Hof Stauffer;Ökonomiegebäude Stauffer;;00400412;1850;-;;;PD;05.03.1975;2684662;1231911
Objekt 3915;Hedingen;Hedingen;8908;Bahnhofplatz 15;Hedingen: Bahnhof SBB Station Hedingen;Aufnahmegebäude;;00500247;1863~1864;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2676189;1239148
Objekt 14603;Hedingen;Hedingen;8908;"Arnistrasse 18; Arnistrasse 16";;Bauernhaus;;00500032;1700~1799;-;;;PD;14.12.1976;2676092;1239045
Objekt 15161;Hedingen;Hedingen;8908;Oberdorfstrasse 6;;Bauernhaus, ehem.;;00500171;1850;-;;;PD;09.10.1981;2676480;1239036
Objekt 15158;Hedingen;Hedingen;8908;Ismatt 15;;Bauernhausteil;;00500001;1600~1799;-;;;PD;12.01.1995;2675144;1239290
Objekt 15159;Hedingen;Hedingen;8908;Oberdorfstrasse 1;;Ehem. Bauernhaus, sog. «Chilehus»;;00500113;1;-;;;PD;21.08.1985;2676470;1239021
Objekt 14604;Hedingen;Hedingen;8908;Arnistrasse 2;Hedingen: Bauernhaus;Hausteil 1;;00500048;1800;-;;;PD;07.01.1974;2676227;1239063
Objekt 5436;Hedingen;Hedingen;8908;Ismatt 5;Hedingen: Bauernwohnhaus;Hausteil 1;;00500008;1720;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2675287;1239381
Objekt 5487;Hedingen;Hedingen;8908;Ismatt 7;Hedingen: Bauernwohnhaus;Hausteil 2;;00500009;1780;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2675283;1239377
Objekt 15822;Hedingen;Hedingen;8908;Arnistrasse 4;Hedingen: Bauernhaus;Hausteil 2;;00500049;1800;-;;;PD;07.01.1974;2676217;1239065
Objekt 15821;Hedingen;Hedingen;8908;Oberdorfstrasse 9;Hedingen: Bauernhaus, ehem.;Hausteil 4;;00500192;1830;-;;;PD;08.08.1989;2676435;1239097
Objekt 10951;Hedingen;Hedingen;8908;Vordere Sägestrasse 6;"Hedingen: Sägereiensemble; Hedingen: Doppelwohnhaus";Hausteil Nordwest;;00500149;1;-;;;PD;26.10.1978;2676418;1239050
Objekt 15160;Hedingen;Hedingen;8908;Haldenstrasse 3;Hedingen: Bauernhaus, ehem.;Hausteile 1+2;;00500145;1906;-;;;PD;05.01.1979;2676408;1239022
Objekt 14605;Hedingen;Hedingen;8908;Oberdorfstrasse 7;Hedingen: Bauernhaus, ehem.;Hausteile 1-3;;00500188;1688;-;;;PD;08.08.1989;2676449;1239084
Objekt 5438;Hedingen;Hedingen;8908;Oberdorfstrasse 2 bei;Hedingen: Pfrundliegenschaft;Kirche, ref.;;00500170;1510~1811;kantonal;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2676520;1239042
Objekt 5440;Hedingen;Hedingen;8908;Güpfstrasse 13;Hedingen: Schulanlage Güpf;Primarschulhaus Güpf;;00500337;1914~1915;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2676417;1239406
Objekt 5437;Hedingen;Hedingen;8908;Haldenstrasse 16;Hedingen: Pfrundliegenschaft;Ref. Pfarrhaus;;00500106;1780;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2676461;1238952
Objekt 15164;Hedingen;Hedingen;8908;Zürcherstrasse 101;;Restaurant «Frohsinn»;;00500269;1823;-;;;PD;18.08.1971;2676503;1239990
Objekt 5439;Hedingen;Hedingen;8908;Rainstrasse 4.1;Hedingen: Sägereiensemble;Säge;;00500150;1849;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2676415;1239061
Objekt 4633;Hedingen;Hedingen;8908;Güpfstrasse;;Transformatorenstation «Hedingen-Schulhaus»;;00500069;1937;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2676429;1239300
Objekt 5485;Hedingen;Hedingen;8908;Haldenstrasse 16 bei;Hedingen: Pfrundliegenschaft;Waschhaus;;00500107;1850;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2676445;1238943
Objekt 5433;Henggart;Henggart;8444;Dorfstrasse 22;;Bauernhaus;;03100083;1806;regional;;;-;;2693575;1268762
Objekt 5430;Henggart;Henggart;8444;;Henggart: Pfrundlokalität;Grabmahl von Hauptmann Heinrich Frauenfelder;;;1848;kantonal;19.12.1979;RRB Nr. 5113/1979;-;;2693662;1268721
Objekt 5431;Henggart;Henggart;8444;Kirchgasse;Henggart: Pfrundlokalität;Kirche, ref.;;03100030;1820;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2693662;1268739
Objekt 5432;Henggart;Henggart;8444;Kirchgasse 15;Henggart: Pfrundlokalität;Pfarrhaus, ref.;;03100032;1832;regional;19.12.1979;RRB 5113/1979 Liste Kanton;-;;2693670;1268701
Objekt 5443;Henggart;Henggart;8444;Harsee;Henggart: Pumpenhaus;Pumpenhaus;;03100139;1930;regional;;;-;;2693845;1269385
Objekt 13337;Herrliberg;Herrliberg;8704;Lindenstrasse 1;;Bauernwohnhaus;;15201407;1780;-;;;PD;04.05.1993;2690185;1238869
Objekt 5492;Herrliberg;Herrliberg;8704;Pfarrgasse 41 bei;Herrliberg: Alte Vogtei;Brunnen im Hof der alten Vogtei;;;1;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2688707;1238213
Objekt 5502;Herrliberg;Herrliberg;8704;Pfarrgasse 4;;Ehem. Taverne «Zur Lilie»;;15200081;1549~1863;regional;28.12.1992;BDV Nr. 1012/1992 Pfannenstil;ÖREB;26.06.2018;2688422;1237979
Objekt 5516;Herrliberg;Herrliberg;8704;Pfarrgasse 41;Herrliberg: Alte Vogtei;Ehem. Vogtei;;15200739;1679;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;PD;03.09.1982;2688714;1238207
Objekt 5499;Herrliberg;Herrliberg;8704;Seestrasse 1.4;Herrliberg: Landgut Schipf;Gartenhaus;;15200015;1770;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;PD;10.01.1985;2687864;1238615
Objekt 5495;Herrliberg;Herrliberg;8704;Seestrasse 2.1;Herrliberg: Landgut Schipf;Gartenpavillon 1;;15200002;1730;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2687726;1238748
Objekt 5497;Herrliberg;Herrliberg;8704;Seestrasse 2.2;Herrliberg: Landgut Schipf;Gartenpavillon 2;;15200004;1730;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2687736;1238730
Objekt 13335;Herrliberg;Herrliberg;8704;Kappelistrasse 40;Herrliberg: Kittenmühle;Gasthaus «Zur Kittenmühle»;;15201353;1621;-;;;PD;16.02.2005;2688672;1239664
Objekt 15169;Herrliberg;Herrliberg;8704;Forchstrasse 115;Herrliberg: Reihenhäuser;Hausteil 2;;15200319;1400~1599;-;;;PD;27.04.1987;2689214;1238001
Objekt 15167;Herrliberg;Herrliberg;8704;"Dorf 2; Dorf 4";Herrliberg: Reihenhäuser;Hausteil Nordost;;15200284;1600~1799;-;;;PD;30.06.2000;2688980;1237942
Objekt 14607;Herrliberg;Herrliberg;8704;Dorf 13;Herrliberg: Ehem. Weinbauernhaus;Hausteil Ost;;15200102;1865~1869;-;;;PD;20.09.1999;2689041;1237941
Objekt 15887;Herrliberg;Herrliberg;8704;Dorf 11;Herrliberg: Ehem. Weinbauernhaus;Hausteil West;;15200287;1865~1869;-;;;PD;20.09.1999;2689030;1237945
Objekt 14608;Herrliberg;Herrliberg;8704;Forchstrasse 110;Herrliberg: Wohnhaus Forchstrasse;Hausteil West;;15200322;1609~1660;-;;;PD;08.11.2001;2689235;1237975
Objekt 5494;Herrliberg;Herrliberg;8704;Seestrasse 1;Herrliberg: Landgut Schipf;Herrschaftshaus;;15200001;1617;kantonal;;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2687748;1238755
Objekt 5508;Herrliberg;Herrliberg;8704;Seestrasse 247;;Hotel «Zum Raben»;;15200115;1610;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2688617;1237638
Objekt 934;Herrliberg;Herrliberg;8704;Alte Dorfstrasse 37;;Kachelofen;;;1;-;;;ÖREB;18.07.2012;2688875;1237847
Objekt 13334;Herrliberg;Herrliberg;8704;Harzerstrasse 14;;Kinderheim Sonnenschein;;15200988;1846;-;;;PD;29.05.1981;2689248;1238081
Objekt 5521;Herrliberg;Herrliberg;8704;Lindenstrasse 104;;Kirche Wetzwil, ref.;;15201455;800~1750;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2689759;1239116
Objekt 5525;Herrliberg;Herrliberg;8704;Rennweg 33;Herrliberg: Katholische Kirchgemeinde;Kirche, kath.;;15202195;1955;regional;28.12.1992;BDV Nr. 1012/1992 Pfannenstil;-;;2689125;1237816
Objekt 5509;Herrliberg;Herrliberg;8704;Kirchenrank 1;Herrliberg: ref. Kirche;Kirche, ref.;;15200244;1686~1688;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2688646;1237722
Objekt 5507;Herrliberg;Herrliberg;8704;Seestrasse 195;Herrliberg: Landsitz Windegg;Landhaus;;15200095;1651;-;;;PD;06.06.1994;2688481;1237851
Objekt 5496;Herrliberg;Herrliberg;8704;Seestrasse 3;Herrliberg: Landgut Schipf;Lehenhaus mit Festsaalanbau;;15200003;1723;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;PD;10.01.1985;2687770;1238763
Objekt 5514;Herrliberg;Herrliberg;8704;Grütstrasse 33;Herrliberg: Pfrundlokalität;Pfarrhaus, ref.;;15200517;1631~1774;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2688506;1238019
Objekt 5489;Herrliberg;Herrliberg;8704;Seestrasse 1 bei;Herrliberg: Landgut Schipf;Privatbrunnen;;;1793;kantonal;19.12.1979;RRB NR. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2687762;1238764
Objekt 13336;Herrliberg;Herrliberg;8704;Forchstrasse 497.2;;Speicher, ehem.;;15201405;1500~1699;-;;;PD;20.07.2000;2690144;1238820
Objekt 7450;Herrliberg;Herrliberg;8704;Harzerstrasse 21;;Trafostation in Form eines Transformatorenturms, zu Wohnzwecken umgebaut;;15200993;1918;regional;;;-;;2689197;1238163
Objekt 5519;Herrliberg;Herrliberg;8704;Langackerstrasse 177;;Villa Guggenbühl;;15201233;1962;regional;28.12.1992;BDV Nr. 1012/1992 Pfannenstil, BDV Nr. 0880/2018 Einzelfestsetzung aufgrund Unterschutzstellung ohne Inventarblatt;ÖREB;23.05.2019;2688798;1238484
Objekt 13340;Herrliberg;Herrliberg;8704;Lindenstrasse 106;;Waisenheim, sog. «Bentzel-Heim»;;15201456;1767;-;;;PD;27.01.2000;2689739;1239131
Objekt 5513;Herrliberg;Herrliberg;8704;Grütstrasse 33.1;Herrliberg: Pfrundlokalität;Waschhaus des ref. Pfarrhauses;;15200515;1750;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2688502;1238002
Objekt 1111;Herrliberg;Herrliberg;8704;Seestrasse 1;;Weinkeller;;;1729;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;PD;10.01.1985;2687748;1238755
Objekt 5511;Herrliberg;Herrliberg;8704;Untergrüt 2;;Wohnhaus K.;;15200427;1935;regional;28.12.1992;BDV Nr. 1012/1992 Pfannenstil;-;;2688192;1238340
Objekt 5510;Herrliberg;Herrliberg;8704;Untergrüt 16;;Wohnhaus Sand;;15200413;1933;regional;28.12.1992;BDV Nr. 1012/1992 Pfannenstil;-;;2688243;1238268
Objekt 884;Herrliberg;Herrliberg;8704;Aryanastrasse 18;;Wohnhaus der Aryanersiedlung;;15201054;1920~1951;-;;;PD;17.04.2003;2689175;1238254
Objekt 5517;Herrliberg;Herrliberg;8704;Geissbüelstrasse 1;;Wohnhaus «Alter Grüthof»;;15200809;1689;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;ÖREB;19.02.2015;2688287;1238418
Objekt 5503;Herrliberg;Herrliberg;8704;Seestrasse 173;;Wohnhaus «Zur Treu»;;15200085;1822;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;ÖREB;04.05.2016;2688418;1237952
Objekt 13333;Herrliberg;Herrliberg;8704;"Harzerstrasse 4; Harzerstrasse 6; Harzerstrasse 8";;Wohnkomplex, grosser;;15200974;1;-;;;PD;19.02.1990;2689236;1238045
Objekt 5490;Herrliberg;Herrliberg;8704;Seestrasse 1 bei;Herrliberg: Landgut Schipf;Zierbrunnen;;;1820;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil;-;;2687773;1238736
Objekt 5498;Herrliberg;Herrliberg;8704;Seestrasse 1.2;Herrliberg: Landgut Schipf;Ökonomiegebäude;;15200009;1750;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton, Nr. 1012/1992 Pfannenstil;-;;2687777;1238716
Objekt 3887;Hettlingen;Hettlingen;8442;Stationsstrasse 79;Hettlingen: Bahnhof Hettlingen;Aufnahmegebäude;;22100350;1856~1857;regional;;;-;;2694572;1266840
Objekt 13352;Hettlingen;Hettlingen;8442;Stationsstrasse 7;;Bauernhaus;;22100217;1870;-;;;PD;16.01.1986;2695562;1266965
Objekt 13343;Hettlingen;Hettlingen;8442;"Schaffhauserstrasse 12; Schaffhauserstrasse 14";;Bauernhaus Zur Kreuzstrasse;;22100110;1760;-;;;PD;13.11.1985;2695628;1267056
Objekt 13341;Hettlingen;Hettlingen;8442;Seuzacherstrasse 2;;Bauernhaus, ehem.;;22100019;1862;-;;;PD;25.06.1979;2695741;1266891
Objekt 5413;Hettlingen;Hettlingen;8442;Bachweg 11;;Burgtrotte, ehem.;;22100234;1752;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;ÖREB;16.01.2019;2695440;1266961
Objekt 5407;Hettlingen;Hettlingen;8442;Dägerlenstrasse 2;Hettlingen: Ehem. Mühle «Eichmühle» mit Nebengebäuden und Wasserrecht;Ehem. Mühle, sog. «Eichmühle»;;22100084;1773;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;13.07.1978;2696154;1267395
Objekt 5414;Hettlingen;Hettlingen;8442;Stationsstrasse 18;;Ehem. Taverne «Zur Sonne»;;22100244;1697~1793;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;31.10.1972;2695487;1266888
Objekt 5405;Hettlingen;Hettlingen;8442;Hanfribi 2;Hettlingen: Ehem. Mühle «Eichmühle» mit Nebengebäuden und Wasserrecht;Hanfreibe und Beimühle;;22100075;1700~1799;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;12.12.1990;2695912;1267343
Objekt 13347;Hettlingen;Hettlingen;8442;Schulstrasse 5;Hettlingen: Kleinbauernhaus;Hausteil 1;;22100155;1860;-;;;PD;30.01.1980;2695502;1267067
Objekt 5412;Hettlingen;Hettlingen;8442;Kirchsteig 2;;Kirche, ref.;;22100146;1620;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;25.08.1983;2695557;1267174
Objekt 13354;Hettlingen;Hettlingen;8442;Stationsstrasse 6b;;Kleinbauernhaus;;22100228;1500~1914;-;;;PD;31.08.1978;2695539;1266971
Objekt 5411;Hettlingen;Hettlingen;8442;Kirchsteig 7;Hettlingen: Pfrundliegenschaft;Pfarrhaus, ref.;;22100149;1812;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;08.10.1964;2695527;1267168
Objekt 5410;Hettlingen;Hettlingen;8442;Kirchsteig 9;Hettlingen: Pfrundliegenschaft;Pfarrscheune;;22100147;1792;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2695518;1267151
Objekt 5406;Hettlingen;Hettlingen;8442;Dägerlenstrasse 1;Hettlingen: Ehem. Mühle «Eichmühle» mit Nebengebäuden und Wasserrecht;Speicher mit Keller;;22100083;1750;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2696138;1267375
Objekt 5408;Hettlingen;Hettlingen;8442;Dägerlenstrasse;Hettlingen: Ehem. Mühle «Eichmühle» mit Nebengebäuden und Wasserrecht;Waschhaus;;22100085;1822;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2696173;1267413
Objekt 5409;Hettlingen;Hettlingen;8442;Kirchsteig;Hettlingen: Pfrundliegenschaft;Waschhaus;;22100145;1811;regional;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2695530;1267156
Objekt 4986;Hettlingen;Hettlingen;8442;Hanfribi 2 bei;Hettlingen: Ehem. Mühle «Eichmühle» mit Nebengebäuden und Wasserrecht;Wasserrecht Winterthur Nr. 26;;;1;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2695892;1267333
Objekt 13350;Hettlingen;Hettlingen;8442;"Schulstrasse 2; Stationsstrasse 4";;Wohnhaus;;22100214;1943;-;;;PD;13.11.1985;2695568;1267008
Objekt 3951;Hinwil;Hinwil;8340;Bahnhofplatz 1;Hinwil: Bahnhofanlage Hinwil;Aufnahmegebäude mit Güterschuppen;;11701340;1875~1876;regional;;;-;;2705962;1239751
Objekt 5479;Hinwil;Hinwil;8340;Oberdorfstrasse 11;Hinwil: Reihenhäuser, heute Ortsmuseum;Ehem. Doppelwohnhaus mit Anbau;;11701083;1718~1761;regional;19.12.1979;RRB Nr. 3488/1987, RRB Nr. 5113/1979;PD;09.10.1974;2706436;1239995
Objekt 13364;Hinwil;Hinwil;8340;Oberhofstrasse 16;;Hausteil 2;;11700606;1600;-;;;PD;13.08.1996;2705078;1238127
Objekt 12382;Hinwil;Hinwil;8340;"Betzholzstrasse 10; Betzholzstrasse 8";Hinwil: Doppelwohnhaus, sog. «Oberhaus»;Hausteil Nordwest;;11700655;1486~1831;regional;01.09.1995;BDV Nr. 787/1995 Einzelfestsetzung aufgrund Unterschutzstellung ohne Inventarblatt;ÖREB;30.11.1995;2704543;1238765
Objekt 12381;Hinwil;Hinwil;8340;Betzholzstrasse 12;Hinwil: Doppelwohnhaus, sog. «Oberhaus»;Hausteil Südost;;11700654;1486~1755;regional;01.09.1995;BDV Nr. 787/1995 Einzelfestsetzung aufgrund Unterschutzstellung ohne Inventarblatt;ÖREB;30.11.1995;2704548;1238757
Objekt 5478;Hinwil;Hinwil;8340;Felsenhofstrasse 6;Hinwil: Ref. Kirchgemeinde Hinwil;Kirche, ref.;;11701001;1786~1787;kantonal;19.12.1979;RRB Nr. 3488/1987, RRB Nr. 5113/1979;PD;31.08.1985;2706523;1239862
Objekt 5481;Hinwil;Hinwil;8340;Oberdorfstrasse 13;Hinwil: Reihenhäuser, heute Ortsmuseum;Reihenwohnhaus;;11701084;1816;regional;19.12.1979;"RRB Nr. 3488/1987; RRB Nr. 5113/1979";PD;09.10.1974;2706439;1239988
Objekt 5480;Hinwil;Hinwil;8340;Oberdorfstrasse 15;Hinwil: Reihenhäuser, heute Ortsmuseum;Reihenwohnhaus;;11701085;1832;regional;19.12.1979;RRB Nr. 3488/1987, RRB Nr. 5113/1979;PD;09.10.1974;2706440;1239984
Objekt 4621;Hinwil;Hinwil;8340;Girenbadstrasse 107 bei;;Trafostation D 280 Turm;;11700152;1917;regional;;;-;;2708096;1240894
Objekt 12875;Hinwil;Hinwil;8340;Dürntnerstrasse 12a;;Villa «Schätti»;;11701326;1882;-;;;PD;22.12.1983;2706123;1239815
Objekt 13363;Hinwil;Wernetshausen;8342;"Tarnstrasse 1; Tarnstrasse 3; Tarnstrasse 5; Tarnstrasse 7";;Wohnhaus;;11700396;1600~1899;-;;;PD;03.08.1978;2707658;1239286
Objekt 15535;Hinwil;Wernetshausen;8342;Bachtelstrasse 104;Hinwil: Ehemaliger Bauernhof;Wohnhaus;;11700226;1877;-;;;PD;20.09.1974;2709319;1238605
Objekt 13362;Hinwil;Hinwil;8340;Berneggstrasse 9;;Wohnhaus;;11700280;1802;-;;;PD;30.10.1992;2707856;1240200
Objekt 5477;Hinwil;Hinwil;8340;Badstrasse 2;;Wohnhaus mit Restaurant;;11700111;1600;regional;19.12.1979;RRB Nr. 3488/1987, RRB Nr. 5113/1979;-;;2708437;1240893
Objekt 15534;Hinwil;Wernetshausen;8342;Bachtelstrasse 106;Hinwil: Ehemaliger Bauernhof;Wohnhaus mit Scheune;;11700207;1740;-;;;PD;20.09.1974;2709332;1238647
Objekt 13361;Hinwil;Hinwil;8340;Badstrasse 7;;Wohnhausteil, sog. «Schloss»;;11700106;1500~1599;-;;;PD;17.09.1996;2708427;1240938
Objekt 5467;Hirzel;Hirzel;8816;Rothus;Hirzel: Hof «Rothus»;Bauernhaus;;13200381;1776;regional;19.12.1979;RRB Nr. 5113/1979, RRB Nr. 3331/1985;PD;07.02.1984;2688609;1229644
Objekt 13374;Hirzel;Hirzel;8816;"Dürenmoos 4; Dürenmoos 6";;Bauernhaus, ehem.;;13200224;1578;-;;;PD;21.12.1977;2687333;1230897
Objekt 16155;Hirzel;Hirzel;8816;Schönenbergstrasse 49;;Bauernhaus, ehem.;;13200108;1767;-;;;PD;13.11.1987;2689423;1229607
Objekt 13370;Hirzel;Hirzel;8816;Gumpi 1;;Bauernwohnhhaus;;13200117;1810;-;;;PD;02.09.1986;2689450;1229740
Objekt 13367;Hirzel;Hirzel;8816;Geeristeg 2;;Doppelbauernwohnhaus;;13200048;1700~1799;-;;;PD;29.08.1991;2689374;1230472
Objekt 5471;Hirzel;Hirzel;8816;Dorfstrasse 46;;Doppelwohnhaus, sog. «Bürglerhaus»;;13200401;1666~1779;kantonal;19.12.1979;RRB Nr. 5113/1979, RRB Nr. 3331/1985;ÖREB;03.04.2008;2688473;1230121
Objekt 5466;Hirzel;Hirzel;8816;Mülibüel 2;;Ehem. Bauernhaus «Alter Mülibüel» mit Scheune;;13200335;1684;regional;19.12.1979;RRB Nr. 5113/1979, RRB Nr. 3331/1985;-;;2689009;1229537
